0	-24.199583	0.005149	851.774536
1	-96.827576	0.000007	701.461426
2	-96.747147	0.000007	551.148254
3	-96.629234	0.000007	651.356995
4	-96.402588	0.000008	651.356995
5	-85.077499	0.000040	200.417542
6	-73.113098	0.000176	150.313156
7	-63.969604	0.000491	150.313156
8	-56.616749	0.001139	300.626312
9	-58.865566	0.000949	400.835083
10	-63.034534	0.000575	801.670166
11	-62.522060	0.000642	851.774536
12	-59.300255	0.000910	601.252625
13	-57.035667	0.001224	450.939453
14	-60.148994	0.000814	801.670166
15	-55.986549	0.001301	250.521927
16	-58.261036	0.001022	551.148254
17	-50.435093	0.002594	150.313156
18	-47.237415	0.003600	400.835083
19	-43.392284	0.005353	450.939453
20	-44.231197	0.005110	350.730713
21	-42.267025	0.006455	250.521927
22	-43.700356	0.005432	300.626312
23	-44.705238	0.004678	400.835083
24	-45.353729	0.004347	450.939453
25	-48.818340	0.002589	400.835083
26	-50.834743	0.002207	450.939453
27	-42.398624	0.006528	150.313156
28	-39.517754	0.008215	250.521927
29	-40.701633	0.007623	200.417542
30	-40.408882	0.007547	250.521927
31	-38.422588	0.009842	400.835083
32	-37.745224	0.010551	300.626312
33	-36.864265	0.011698	501.043854
34	-35.748756	0.013454	400.835083
35	-35.238453	0.014303	400.835083
36	-35.483364	0.013952	400.835083
37	-37.416866	0.010856	551.148254
38	-37.859932	0.010255	400.835083
39	-36.580032	0.012430	200.417542
40	-36.906307	0.012095	250.521927
41	-37.523933	0.012033	200.417542
42	-36.606289	0.013210	100.208771
43	-37.870319	0.011009	200.417542
44	-38.497070	0.010191	200.417542
45	-37.600647	0.011548	200.417542
46	-37.930279	0.010456	100.208771
47	-41.054184	0.007667	150.313156
48	-40.768353	0.007073	200.417542
49	-38.231834	0.010317	100.208771
50	-38.419750	0.010300	300.626312
51	-37.435974	0.010605	300.626312
52	-37.344360	0.010664	200.417542
53	-36.476753	0.012989	200.417542
54	-37.290234	0.011244	300.626312
55	-36.538826	0.012489	300.626312
56	-38.137665	0.010593	150.313156
57	-38.348564	0.009781	350.730713
58	-38.996292	0.008304	450.939453
59	-38.553913	0.010180	400.835083
60	-37.633053	0.010374	551.148254
61	-42.108768	0.006354	651.356995
62	-39.645767	0.008441	350.730713
63	-39.539082	0.008993	450.939453
64	-41.793591	0.006302	751.565796
65	-41.578693	0.007043	400.835083
66	-42.913494	0.005830	400.835083
67	-42.673164	0.005947	450.939453
68	-42.806507	0.006256	200.417542
69	-44.772564	0.004710	300.626312
70	-43.644821	0.005534	501.043854
71	-45.156425	0.004619	450.939453
72	-45.556339	0.004496	400.835083
73	-44.328281	0.005328	200.417542
74	-42.665726	0.005757	350.730713
75	-45.186020	0.004175	350.730713
76	-45.557144	0.004377	300.626312
77	-45.382309	0.004101	400.835083
78	-47.358303	0.003403	501.043854
79	-50.970577	0.002205	751.565796
